Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13
item	spades_jack_playing_card	Spades Jack		Пиковый валет	Jack di picche		Pikový spodek	lipu musi pi utala jan	Spades Bube	Jota de Picas	Sota de Espadas	Jota de Picas
item	spades_queen_playing_card	Spades Queen		Пиковая дама	Regina di picche		Piková královna	lipu musi pi utala meli	Spades Königin	Cuina de Picas	Reina de Espadas	Reina de Picas
item	spades_king_playing_card	Spades King		Пиковый король	Re di picche		Pikový král	lipu musi pi utala mije	Spades König	Káiser de Picas	Rey de Espadas	Rey de Picas
item	spades_ace_playing_card	Spades Ace		Пиковый туз	Asso di picche		Pikové eso	lipu musi pi utala wawa	Spades Ass	As de Picas	As de Espadas	As de Picas
item	clubs_two_playing_card	Clubs Two		Трефовая двойка	Due di fiori		Křížová dvojka	lipu musi pi utala tu	Clubs Zwei	Dos de Tréboles	Dos de Tréboles	Dos de Tréboles
item	clubs_three_playing_card	Clubs Three		Трефовые тройки	Tre di fiori		Křížová trojka	lipu musi pi utala tu wan	Clubs Drei	Tres de Tréboles	Tres de Tréboles	Tres de Tréboles
item	clubs_four_playing_card	Clubs Four		Трефовые четверки	Quattro di fiori		Křížová čtyřka	lipu musi pi utala tu tu	Clubs Vier	Cuatro de Tréboles	Cuatro de Tréboles	Cuatro de Tréboles
item	clubs_five_playing_card	Clubs Five		Трефовые пятерки	Cinque di fiori		Křížová pětka	lipu musi pi utala luka	Clubs Fünf	Cinco de Tréboles	Cinco de Tréboles	Cinco de Tréboles
item	clubs_six_playing_card	Clubs Six		Трефовая шестерка	Sei di fiori		Křížová šestka	lipu musi pi utala luka wan	Clubs Sechs	Seis de Tréboles	Seis de Tréboles	Seis de Tréboles
item	clubs_seven_playing_card	Clubs Seven		Трефовая семерка	Sette di fiori		Křížová sedmička	lipu musi pi utala luka tu	Clubs Sieben	Siete de Tréboles	Siete de Tréboles	Siete de Tréboles
item	clubs_eight_playing_card	Clubs Eight		Трефовые восьмерка	Otto di fiori		Křížová osmička	lipu musi pi utala luka tu wan	Clubs Acht	Ocho de Tréboles	Ocho de Tréboles	Ocho de Tréboles
item	clubs_nine_playing_card	Clubs Nine		Трефовая девятка	Nove di fiori		Křížová devítka	lipu musi pi utala luka tu tu	Clubs Neun	Nueve de Tréboles	Nueve de Tréboles	Nueve de Tréboles
item	clubs_ten_playing_card	Clubs Ten		Трефовые десятка	Dieci di fiori		Křížová desítka	lipu musi pi utala luka luka	Clubs Zehn	Diez de Tréboles	Diez de Tréboles	Diez de Tréboles
item	clubs_jack_playing_card	Clubs Jack		Трефовый валет	Jack di fiori		Křížový spodek	lipu musi pi utala jan	Clubs Bube	Jota de Tréboles	Sota de Tréboles	Jota de Tréboles
item	clubs_queen_playing_card	Clubs Queen		Трефовая дама	Regina di fiori		Křížová královna	lipu musi pi utala meli	Clubs Königin	Cuina de Tréboles	Reina de Tréboles	Reina de Tréboles
item	clubs_king_playing_card	Clubs King		Трефовый король	Re di fiori		Křížový král	lipu musi pi utala mije	Clubs König	Káiser de Tréboles	Rey de Tréboles	Rey de Tréboles
item	clubs_ace_playing_card	Clubs Ace		Трефовый туз	Asso di fiori		Křížové eso	lipu musi pi utala wawa	Clubs Ass	As de Tréboles	As de Tréboles	As de Tréboles
item	hearts_two_playing_card	Hearts Two		Червовая двойка	Due di cuori		Srdcová dvojka	lipu musi pi utala tu	Herz Zwei	Dos de Corazones	Dos de Corazones	Dos de Corazones
item	hearts_three_playing_card	Hearts Three		Червовая тройка	Tre di cuori		Srdcová trojka	lipu musi pi utala tu wan	Herz Drei	Tres de Corazones	Tres de Corazones	Tres de Corazones
item	hearts_four_playing_card	Hearts Four		Червовая четверка	Quattro di cuori		Srdcová čtyřka	lipu musi pi utala tu tu	Herz Vier	Cuatro de Corazones	Cuatro de Corazones	Cuatro de Corazones
item	hearts_five_playing_card	Hearts Five		Червовая пятерка	Cinque di cuori		Srdcová pětka	lipu musi pi utala luka	Herz Fünf	Cinco de Corazones	Cinco de Corazones	Cinco de Corazones
item	hearts_six_playing_card	Hearts Six		Червовая шестерка	Sei di cuori		Srdcová šestka	lipu musi pi utala luka wan	Herz Sechs	Seis de Corazones	Seis de Corazones	Seis de Corazones
item	hearts_seven_playing_card	Hearts Seven		Червовая семерка	Sette di cuori		Srdcová sedmička	lipu musi pi utala luka tu	Herz Sieben	Siete de Corazones	Siete de Corazones	Siete de Corazones
item	hearts_eight_playing_card	Hearts Eight		Червовая восьмерка	Otto di cuori		Srdcová osmička	lipu musi pi utala luka tu wan	Herz Acht	Ocho de Corazones	Ocho de Corazones	Ocho de Corazones
item	hearts_nine_playing_card	Hearts Nine		Червовая девятка	Nove di cuori		Srdcová devítka	lipu musi pi utala luka tu tu	Herz Neun	Nueve de Corazones	Nueve de Corazones	Nueve de Corazones
item	hearts_ten_playing_card	Hearts Ten		Червовая десятка	Dieci di cuori		Srdcová desítka	lipu musi pi utala luka luka	Herz Zehn	Diez de Corazones	Diez de Corazones	Diez de Corazones
item	hearts_jack_playing_card	Hearts Jack		Червовый валет	Jack di cuori		Srdcový spodek	lipu musi pi utala jan	Herz Bube	Jota de Corazones	Sota de Corazones	Jota de Corazones
item	hearts_queen_playing_card	Hearts Queen		Червовая дама	Regina di cuori		Srdcová královna	lipu musi pi utala meli	Herz Königin	Cuina de Corazones	Reina de Corazones	Reina de Corazones
item	hearts_king_playing_card	Hearts King		Червовый король	Re di cuori		Srdcový král	lipu musi pi utala mije	Herz König	Káiser de Corazones	Rey de Corazones	Rey de Corazones
item	hearts_ace_playing_card	Hearts Ace		Червовый туз	Asso di cuori		Srdcové eso	lipu musi pi utala wawa	Herz Ass	As de Corazones	As de Corazones	As de Corazones
item	diamonds_two_playing_card	Diamonds Two		Бубновая двойка	Due di quadri		Kárová dvojka	lipu musi pi utala tu	Diamant Zwei	Dos de Diamantes	Dos de Diamantes	Dos de Diamantes
item	diamonds_three_playing_card	Diamonds Three		Бубновая тройка	Tre di quadri		Kárová trojka	lipu musi pi utala tu wan	Diamant Drei	Tres de Diamantes	Tres de Diamantes	Tres de Diamantes
item	diamonds_four_playing_card	Diamonds Four		Бубновая четверка	Quattro di quadri		Kárová čtyřka	lipu musi pi utala tu tu	Diamant Vier	Cuatro de Diamantes	Cuatro de Diamantes	Cuatro de Diamantes
item	diamonds_five_playing_card	Diamonds Five		Бубновая пятерка	Cinque di quadri		Kárová pětka	lipu musi pi utala luka	Diamant Fünf	Cinco de Diamantes	Cinco de Diamantes	Cinco de Diamantes
item	diamonds_six_playing_card	Diamonds Six		Бубновая шестерка	Sei di quadri		Kárová šestka	lipu musi pi utala luka wan	Diamant Sechs	Seis de Diamantes	Seis de Diamantes	Seis de Diamantes
item	diamonds_seven_playing_card	Diamonds Seven		Бубновая семерка	Sette di quadri		Kárová sedmička	lipu musi pi utala luka tu	Diamant Sieben	Siete de Diamantes	Siete de Diamantes	Siete de Diamantes
item	diamonds_eight_playing_card	Diamonds Eight		Бубновая восьмерка	Otto di quadri		Kárová osmička	lipu musi pi utala luka tu wan	Diamant Acht	Ocho de Diamantes	Ocho de Diamantes	Ocho de Diamantes
item	diamonds_nine_playing_card	Diamonds Nine		Бубновая девятка	Nove di quadri		Kárová devítka	lipu musi pi utala luka tu tu	Diamant Neun	Nueve de Diamantes	Nueve de Diamantes	Nueve de Diamantes
item	diamonds_ten_playing_card	Diamonds Ten		Бубновая десятка	Dieci di quadri		Kárová desítka	lipu musi pi utala luka luka	Diamant Zehn	Diez de Diamantes	Diez de Diamantes	Diez de Diamantes
item	diamonds_jack_playing_card	Diamonds Jack		Бубновый валет	Jack di quadri		Kárový spodek	lipu musi pi utala jan	Diamant Bube	Jota de Diamantes	Sota de Diamantes	Jota de Diamantes
item	diamonds_queen_playing_card	Diamonds Queen		Бубновая дама	Regina di quadri		Kárová královna	lipu musi pi utala meli	Diamant Königin	Cuina de Diamantes	Reina de Diamantes	Reina de Diamantes
item	diamonds_king_playing_card	Diamonds King		Бубновый король	Re di quadri		Kárový král	lipu musi pi utala mije	Diamant König	Káiser de Diamantes	Rey de Diamantes	Rey de Diamantes
item	diamonds_ace_playing_card	Diamonds Ace		Бубновый туз	Asse di quadri		Kárové eso	lipu musi pi utala wawa	Diamant Ass	As de Diamantes	As de Diamantes	As de Diamantes
ui	expand_variants	%s Click to Expand Variants		%s Нажмите, чтобы просмотреть варианты	%s Premi per espandere le varianti		%s Kliknutím zobrazte varianty	%s nena pona pi ilo tawa la o lukin e lukin ante	%s Klicke, um die Varianten zu erweitern	%s Haz clic para expandir variantes	%s Haz clic para expandir variantes	%s Haz clic para expandir variantes
ui	craft	%s Click to Craft		%s Нажмите, чтобы скрафтить	%s Premi per fabbricare		%s Kliknutím vytvořte	%s nena pona pi ilo tawa la o pali	%s Klicke, um herzustellen	%s Haz clic para craftear	%s Haz clic para fabricar	%s Haz clic para fabricar
ui	craft_maximum	%s Hold Shift to Craft Maximum		%s Удерживайте Shift, чтобы скрафтить максимум	%s Mantieni Shift per fabbricare il massimo		%s Podržením klávesy Shift vytvoříte maximální počet	%s nena Shift la o pali e ale ken	%s Halte die Umschalttaste gedrückt, um die maximale Anzahl herzustellen.	%s Mantén Shift para craftear el máximo	%s Mantén Shift para fabricar al máximo	%s Mantén Shift para fabricar al máximo
ui	jump_to_list_end_or_begin	%s Shift+Click an arrow to jump to the end		%s Shift+Нажмите на стрелку, чтобы перейти к концу	%s Fai Shift+Clic su una freccia per saltare alla fine		%s Kliknutím na šipku při držení klávesy Shift skočíte na konec	%s nena Shift en nena pona pi ilo tawa la o tawa lipu pini	%s Umschalt+Klicke einen Pfeil, um zum Ende zu springen	%s Shift+Click en una flecha para ir al final	%s Shift+Click en una flecha para ir al final	%s Shift+Click en una flecha para ir al final
ui	craft_documentation	%s Press %s to View Documentation		%s Нажмите %s чтобы просмотреть документацию	%s Premi %s per vedere la documentazione		%s Stisknutím klávesy %s zobrazíte dokumentaci	nena %s la o lukin e lipu sona	%s Drücke %s, um dir die Dokumentation anzusehen	%s Presiona %s para ver la documentación	%s Presiona %s para ver la documentación	%s Presiona %s para ver la documentación
ui	crafting_materials	%s Crafting materials		%s Материалы для крафта	%s Materiali per fabbricare		%s Materiály pro výrobu	%s ijo wile	%s Herstellungs-Materialien	%s Materiales de fabricación	%s Materiales de fabricación	%s Materiales de fabricación
ui	crafting_not_enough_items	Not enough items to craft %s		Недостаточно предметов чтобы скрафтить %s	Non hai abbastanza oggetti per fabbricare %s		Nedostatek věcí pro výrobu %s	%s la sina wile e ijo	Nicht genügend Gegenstände, um %s herzustellen.	No hay suficientes ítems para craftear %s	No hay suficientes elementos para fabricar %s	No hay suficientes elementos para fabricar %s
ui	navigation	Navigation		Навигация	Navigazione		Navigace	nasin	Navigation	Navegación	Navegación	Navegación
ui	item_required	You need %s to unlock this block		Вам нужно %s, чтобы разблокировать этот блок	Hai bisogno di %s per sbloccare questo blocco		Pro odemčení tohoto bloku potřebujete %s	open pi leko ni la sina wile e %s	Du brauchst %s, um diesen Block zu entsperren	Necesitas %s para desbloquear este bloque	Necesitas %s para desbloquear este bloque	Necesitas %s para desbloquear este bloque
ui	camera.disabled	All cameras are currently disabled		Все камеры в настоящее время отключены	Tutte le videocamere sono correntemente disattivate		Všechny kamery jsou momentálně vypnuty	ilo lukin ale li pini	Alle Kameras sind zurzeit deaktiviert	Todas las cámaras están desactivadas actualmente	Todas las cámaras están desactivadas actualmente	Todas las cámaras están desactivadas actualmente
ui	camera.offline	This monitor has not been linked yet		Этот монитор еще не был подключен	Questo monitor non è stato ancora collegato		Tento monitor ještě nebyl propojen	ilo sitelen li kulupu ala	Dieser Monitor wurde noch nicht verlinkt	Este monitor aún no ha sido vinculado	Este monitor aún no ha sido vinculado	Este monitor aún no ha sido vinculado
ui	camera.registered	The camera was linked successfully		Камера была успешно подключена	La videocamera è stata collegata con successo		Kamera byla úspěšně propojena	ilo lukin li kama kulupu	Die Kamera wurde erfolgreich verlinkt	La cámara fue vinculada exitosamente	La cámara fue vinculada exitosamente	La cámara fue vinculada exitosamente
ui	camera.not_found	The camera you are trying to view has been broken		Камера, которую вы пытаетесь просмотреть, была сломана	La videocamera che stai provando a visualizzare è stata rotta		Kamera, kterou se snažíte zobrazit, byla rozbita	ilo lukin pi wile sina li pakala	Die Kamera, die du dir anschauen möchtest, wurde zerbrochen	La cámara que intentas ver está rota	La cámara que intentas ver está rota	La cámara que intentas ver está rota
ui	menu.title	Menu		Меню	Menu		Nabídka	lipu	Menü	Menú	Menú	Menú
ui	menu.debug	Debug Information		Информация для отладки	Informazione debug		Ladící informace	sona pali	Debug-Information	Información de depuración	Información de depuración	Información de depuración
ui	menu.settings	Settings		Настройки	Opzioni		Nastavení	ante nasin	Einstellungen	Configuraciones	Configuraciones	Configuraciones
ui	menu.open_settings	Open Settings		Открыть Настройки	Apri Opzioni		Otevřít nastavení	o open e ante nasin	Einstellungen öffnen	Abrir configuraciones	Abrir configuraciones	Abrir configuraciones
ui	menu.show_debug	Show Debug Information		Показать информацию для отладки	Mostra informazioni debug		Ukázat ladící informace	o pana e sona pali	Debug-Informationen anzeigen	Mostrar información de depuración	Mostrar información de depuración	Mostrar información de depuración
ui	menu.copy	Copy		Скопировать	Copia		Kopírovat	o jo	Kopieren	Copiar	Copiar	Copiar
ui	menu.click_to_show	Click to show		Нажмите, чтобы показать	Premi per visualizzare		Kliknutím zobrazte	nena pona pi ilo tawa la o lukin	Klicke, um anzuzeigen	Haz clic para mostrar	Haz clic para mostrar	Haz clic para mostrar
ui	menu.true	On		Вкл.	Sì		Ano	lon	An	Activado	Activado	Activado
ui	menu.false	Off		Выкл.	No		Ne	ala	Aus	Desactivado	Desactivado	Desactivado
ui	menu.set	Set value		Задать значение	Imposta valore		Nastavit hodnotu	o pana e nanpa	Wert setzen	Establecer valor	Establecer valor	Establecer valor
ui	setting.increased_view_range	Increased view range		Увеличенная дальность обзора	Aumentato raggio visivo		Zvýšená vzdálenost zobrazování	suli ma pi ken lukin	Erhöhte Sichtweite	Rango de visión aumentado	Rango de visión aumentado	Rango de visión aumentado
ui	description.increased_view_range.0	Bypasses Entity Distance setting.		Обходит настройку расстояния между сущностями.	Bypassa l'impostazione della distanza delle entità		Obchází nastavení vzdálenosti entit.	ni li kute ala e ante nasin pi ma lukin soweli.	Umgeht die Entitäts-Entfernung.	Pasa por alto la configuración de distancia de entidades.	Pasa por alto la configuración de distancia de entidades.	Pasa por alto la configuración de distancia de entidades.
ui	description.increased_view_range.1	Disable if players are experiencing lag		Отключите, если игроки испытывают лаги	Disattiva se i giocatori stanno riscontrando lag		Vypněte pokud se hráči potýkají se zpožděním	musi li pakala la o ala e ni	Deaktivere dies, wenn Spieler Lags bemerken	Desactivar si los jugadores experimentan lag	Desactivar si los jugadores experimentan lag	Desactivar si los jugadores experimentan lag
ui	setting.allow_crafting	Allow %s crafting		Разрешить создание %s	Permetti di %s fabbricare		Dovolit vytváření pro %s	%s la o ken e pali	Erlaube %s die Herstellung	Permitir la fabricación de %s	Permitir la fabricación de %s	Permitir la fabricación de %s
ui	description.allow_crafting	Drop %s on a %s to craft %s!		Бросьте %s на %s чтобы получить %s!	Lascia %s su un %s per fabbricare %s!		Hozením %s na %s vytvoříte %s!	sina weka e %s lon %s la sina pali e %s!	Lasse %s auf ein %s fallen, um %s herzustellen!	¡Suelta %s sobre un %s para fabricar %s!	¡Suelta %s sobre un %s para fabricar %s!	¡Suelta %s sobre un %s para fabricar %s!
ui	setting.fixed_camera	Fix cameras in place		Закрепить камеры на месте	Fissa la videocamera sul posto		Upevnění kamer v místě	tawa ala pi ilo lukin awen	Behebe Kameras an Ort und Stelle	Fijar cámaras en su lugar	Fijar cámaras en su lugar	Fijar cámaras en su lugar
ui	description.fixed_camera	Prevents cameras from spinning		Предотвращает вращение камеры	Impedisci la rotazione delle videocamere		Zabrání kamerám, aby se točili	ilo lukin awen li ken ala tawa	Verhindert Kameras zu spinnen	Evita que las cámaras giren	Evita que las cámaras giren	Evita que las cámaras giren
ui	setting.disabled_camera	Disable cameras		Отключить камеры	Disattiva le telecamere		Vypnout kamery	weka pi ilo lukin awen	Deaktiviere Kameras	Desactivar cámaras	Desactivar cámaras	Desactivar cámaras
ui	description.disabled_camera.0	Prevents players from using cameras.		Запрещает игрокам использовать камеры.	Impedisci l'uso delle telecamere dai giocatori		Zabrání hráčům používat kamery.	jan li ken ala kepeken ilo lukin awen.	Verhindere, dass Spieler Kameras benutzen.	Evita que los jugadores usen cámaras.	Evita que los jugadores usen cámaras.	Evita que los jugadores usen cámaras.
ui	description.disabled_camera.1	Can be used to simulate power outages.		Может использоваться для имитации отключения электричества.	Può essere utilizzato per simulare l'interruzione della corrente		Může být použito pro simulování výpadku proudu.	sina ken kepeken ni tawa pilin pi pakala wawa.	Kann benutzt werden, um Stromausfälle zu simulieren.	Se puede usar para simular cortes de energía.	Se puede usar para simular cortes de energía.	Se puede usar para simular cortes de energía.
ui	flashlight.no_battery	%s has ran out of battery!		У %s закончилась батарея!	%s ha esaurito la batteria!		%s vyčerpala baterii!	%s li jo ala e wawa!	%s hat eine leere Batterie!	¡%s se ha quedado sin batería!	¡%s se ha quedado sin batería!	¡%s se ha quedado sin batería!
ui	motion_sensor.notification	%s has detected movement nearby!		%s обнаружил движение поблизости!	%s ha rilevato movimento nelle vicinanze!		%s detekovala pohyb poblíž!	%s li lukin e tawa lon poka!	%s hat in der Nähe eine Bewegung festgestellt!	¡%s ha detectado movimiento cerca!	¡%s ha detectado movimiento cercano!	¡%s ha detectado movimiento cercano!
ui	setting.bear_trap	%s cooldown		Время действия %s	%s tempo di attesa		Čas obnovení pro %s	tenpo awen pi %s	%s Abkühlung	Tiempo de recarga de %s	Tiempo de recarga de %s	Tiempo de recarga de %s
ui	description.bear_trap	The amount of ticks %s will trap players for		Количество тиков %s, на которые игроки будут пойманы	Il numero di tick %s intrappolerà i giocatori		Počet tiků, na které %s uvězní hráče	tenpo seme la %s li awen e jan	Die Anzahl an Ticks, in der %s Spieler einfängt	La cantidad de ticks que %s atrapará a los jugadores	La cantidad de ticks que %s atrapará a los jugadores	La cantidad de ticks que %s atrapará a los jugadores
